,SchoolName,Year,State,number_grads,state_rank
189,WESTERN STATE COLLEGE OF LAW,2020,California,54,1
190,WIDENER UNIVERSITY-DELAWARE,2020,Delaware,41,1
191,WIDENER-COMMONWEALTH,2020,Pennsylvania,64,1
192,WILLAMETTE UNIVERSITY,2020,Oregon,73,1
193,WILLIAM AND MARY LAW SCHOOL,2020,Virginia,59,1
194,"WISCONSIN, UNIVERSITY OF",2020,Wisconsin,94,1
195,"WYOMING, UNIVERSITY OF",2020,Wyoming,33,1
196,YALE UNIVERSITY,2020,New York,73,1
0,"AKRON, UNIVERSITY OF",2021,Ohio,101,1
1,"ALABAMA, UNIVERSITY OF",2021,Alabama,58,1
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2021,New York,125,1
3,AMERICAN UNIVERSITY,2021,District of Columbia,153,1
4,APPALACHIAN SCHOOL OF LAW,2021,Kentucky,9,1
5,ARIZONA STATE UNIVERSITY,2021,Arizona,197,1
6,"ARIZONA, UNIVERSITY OF",2021,Arizona,75,1
7,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2021,Arkansas,60,1
8,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2021,Arkansas,89,1
9,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2021,Georgia,61,1
10,AVE MARIA SCHOOL OF LAW,2021,Florida,44,1
11,"BALTIMORE, UNIVERSITY OF",2021,Maryland,161,1
12,BARRY UNIVERSITY,2021,Florida,128,1
13,BAYLOR UNIVERSITY,2021,Texas,150,1
14,BELMONT UNIVERSITY,2021,Tennessee,72,1
15,BOSTON COLLEGE,2021,Massachusetts,115,1
16,BOSTON UNIVERSITY,2021,Massachusetts,135,1
17,BRIGHAM YOUNG UNIVERSITY,2021,Utah,50,1
18,BROOKLYN LAW SCHOOL,2021,NEW YORK,269,1
19,CALIFORNIA WESTERN SCHOOL OF LAW,2021,California,143,1
